Frame,Left Hip X,Left Hip Y,Right Hip X,Right Hip Y
195,0.6658694744110107,1.3899140357971191,0.4018170237541199,1.4083797931671143
198,0.6391633152961731,1.3967208862304688,0.3861660659313202,1.4064019918441772
201,0.6416894197463989,1.39344322681427,0.3857017457485199,1.3992866277694702
204,0.6372124552726746,1.4181725978851318,0.36709707975387573,1.414613127708435
207,0.6298267245292664,1.400780439376831,0.37074512243270874,1.4063657522201538
210,0.6428069472312927,1.3564050197601318,0.4016410708427429,1.4075138568878174
213,0.6793675422668457,1.3158378601074219,0.44509100914001465,1.3717067241668701
216,0.6893867254257202,1.3144489526748657,0.44300633668899536,1.3659268617630005
219,0.6895807981491089,1.397474765777588,0.4018329679965973,1.4066747426986694
222,0.6878959536552429,1.4484096765518188,0.39106374979019165,1.4519520998001099
225,0.6756801605224609,1.465848445892334,0.3939526677131653,1.471758246421814
228,0.6635168790817261,1.4681583642959595,0.3815698027610779,1.4660369157791138
231,0.6644047498703003,1.4720908403396606,0.3821218013763428,1.4685044288635254
234,0.6603699922561646,1.4818257093429565,0.3798733055591583,1.472586750984192
237,0.6603240370750427,1.4933818578720093,0.3799454867839813,1.4832578897476196
240,0.6552792191505432,1.4941802024841309,0.3771995007991791,1.484025478363037
243,0.6679190993309021,1.4967273473739624,0.3835240602493286,1.4839903116226196
246,0.6671139001846313,1.4947155714035034,0.37891051173210144,1.4811362028121948
249,0.6672341823577881,1.4901244640350342,0.3786948323249817,1.4770504236221313
252,0.6756513714790344,1.4803338050842285,0.38699033856391907,1.4758356809616089
